ItemID,Status,ItemName,HELPER COLUMN
HI-000629,Active,Peanut Butter,
HI-000630,Active,Jam Strawberry,
HI-000631,Active,Salt Shaker Grinder,
HI-000632,Active,Pepper Shaker Grinder,
HI-000633,Active,Apple Cider Vinegar,
HI-000634,Active,Olive Oil,
HI-000635,Active,Tomato Sauce,
HI-000636,Active,Almond Milk Longlife,
HI-000637,Active,Full Cream Milk Longlife,
HI-000638,Active,Thick Black Tea Towels,
HI-000639,Active,Lazy Susan,
HI-000640,Active,Toaster Gluten Free,
HI-000641,Active,Shoo Away,
HI-000642,Active,Smaller Aspire Paper Towels,
HI-000643,Active,Cutlery Holders,
HI-000645,Active,Drying Racks,
HI-000647,Active,Sponge Scourer Dish Brush,
HI-000649,Active,Rubbish Bin Medium for used Paper Towels,
HI-000650,Active,Concrete Slabs 600mm Square,
HI-000651,Active,Heater Box Legs Insulating C Channel Sections,
HI-000652,Active,Metal Collar Small Grey Steel Donut Ring,
HI-000653,Active,Metal Insulated Ring,
HI-000654,Active,Sweat Chimney 3 Sections inside each other,
HI-000655,Active,Sweat Floor Tarp Cut to Size,
HI-000673,Inactive,Sweat Heater Box Sml,
HI-000590,Active,Sweat Heater Box Med,
HI-000601,Active,Sweat Heater Box Lge,
HI-000657,Active,Portable Sweat Lodge,
HI-000664,Active,Permantent Marker Bullet Tip,
HI-000665,Active,Rose Water Spray,
HI-000667,Active,Spare Equipment Storage Box,
HI-000668,Active,Assorted Leathers 01,
HI-000669,Active,Assorted Leathers 02,
HI-000670,Active,Assorted Glass Candle Holders Sml,
HI-000671,Active,Assorted Glass Candle Holders Lge,
HI-000672,Active,Assorted Black and White Calico Off Cuts,
HI-000674,Active,Long Black Cutain on Rope,
HI-000675,Active,Small Black Curtain,
HI-000677,Active,Black Velour Backdrop Curtain,
HI-000680,Active,OLD Props Assorted,
HI-000682,Active,White Blind Folds,
HI-000683,Active,Long Section Cut Off Roll,
HI-000687,Active,Brass Bowls & Racks,
HI-000688,Active,Archetypes Demo Box,
HI-000689,Active,Bent Magician Wand,
HI-000690,Active,Gold Crown,
HI-000691,Active,Pink Slime,
HI-000693,Active,Rubber Sword,
HI-000694,Active,Straight Magician Wand,
HI-000695,Active,Wooden Heart,
HI-000696,Active,Black Ropes for Portable Sweat Long,
HI-000697,Active,Black Ropes for Portable Sweat Short,
HI-000698,Active,Boxes of Fairy Lights Coloured,
HI-000699,Active,Disco Ball,
HI-000700,Active,White Ceramic Bowls,
HI-000701,Active,Real Sequence Box,
HI-000702,Active,Large Cage,
HI-000703,Active,Small Cage,
HI-000706,Active,Large Marble,
HI-000707,Active,Stainless Steel Rings With Black Tie Wire,
HI-000708,Active,White Wooden Heart in box,
HI-000709,Active,Laminated Signs,
HI-000710,Active,Wooden Unaffected Mask,
HI-000713,Active,Tealight Candles Box of 12,
HI-000715,Active,Brass Singing Bowl Incl Siilicone rub,
HI-000717,Active,Music Instrument Striker,
HI-000718,Active,Pheasant Wing Feathers,
HI-000719,Active,Polystyrene Box for Incense etc,
HI-000720,Active,Refill Bottle of Rosewater,
HI-000721,Active,Nylon Scarf Semi See through Green Blue Black Brown ,
HI-000722,Active,Singing Bowl Wooden Striker,
HI-000723,Active,Skin Rattle with Feather Decorations,
HI-000724,Active,Small Bracelet of Beads Red,
HI-000725,Active,Small Brass Incense Bowl with Fish Decoration,
HI-000726,Active,Small Rosewater Spray Bottle,
HI-000727,Active,Vibratone Tube Black,
HI-000728,Active,Xylophone Single Chime Bar 1 Note,
HI-000729,Active,Xylophone 8 Chime Bar 8 Notes,
HI-000731,Active,Green Rechargeable Lanterns,
HI-000732,Active,Tea Light Candles 10 hr,
HI-000734,Active,Aeroguard Spray Personal Insect  Repellant Blue Tin,
HI-000735,Active,Baby Wipes 80 sheets Aldi Box of 4 Pks,
HI-000736,Active,BBQ Lighters Bic Brand,
HI-000737,Active,Bin Liner Council Wheelie 240 Ltr Pk of 10,
HI-000738,Active,Bin Liners Rolls Small 27ltr,
HI-000739,Active,Bin Liners White 35 Ltr Rolls of 60,
HI-000740,Active,Bin Liners Black 56 Ltr Rolls of 20,
HI-000741,Active,Bin Liners Mini Wheelie 140 Ltr Pk of 10,
HI-000742,Active,Bin Liners Sanitary 12 Ltr 46cm x 50cm Roll of 40,
HI-000744,Active,Bins Sanitary White for Women Only with 5 Litr Flip Top Lids,
HI-000745,Active,Bleach (Domestos Thick) 1Ltr,
HI-000746,Active,Bug Bombs Mortein,
HI-000747,Active,Bug Off 150g Tins,
HI-000748,Active,Bug Spray Large Tin,
HI-000749,Active,Chux Original Superwipes 50 x 22 cm Roll of 60,
HI-000751,Active,Dishmatic Pot Scrubber Handles,
HI-000752,Active,Dishmatic Pot Scrubber Replacement Sponges 6pk,
HI-000753,Active,Disinfectant Surface Spray 300g,
HI-000754,Active,Disinfectant 2lt,
HI-000755,Active,Disinfectant Pino Clean 1.25 Ltr,
HI-000756,Active,Drain Clean Liquid Enzyme 1ltr,
HI-000757,Active,Eucaluptus Oil Water Soluble 500ml,
HI-000758,Active,Eucalyptus Oil 200ml,
HI-000762,Active,Foaming Handwash Pump Dispenser,
HI-000763,Active,Foaming Handwash Pump Refill,
HI-000764,Active,Gaffa Tape Black,
HI-000765,Active,Gladwrap,
HI-000766,Active,Gloves Food Handling Box of 100 ,
HI-000767,Active,Gloves Latex Black Large Box of 100,
HI-000768,Active,Grey Rubbish Bin ,
HI-000769,Active,Hand Sanitzer Dispenser,
HI-000771,Active,Morning Fresh 900ml,
HI-000772,Active,Hippo Moisture Absorber,
HI-000773,Active,Jif Cream Cleanser,
HI-000774,Active,Macadamia Oil 500ml,
HI-000776,Active,Mozzie Coils 30 Pack Tins,
HI-000777,Active,Orange Power Spray,
HI-000778,Active,Paper Cups - 10pk,
HI-000779,Active,Paper Hand Towels 23 x 23.5 cm Eclipse Brand Box of 16,
HI-000781,Active,Paper Towels Roll,
HI-000783,Active,Body Wash 1ltr,
HI-000784,Active,Hair Conditioner Emergency Spare,
HI-000785,Active,Personal - Hair Shampoo Emergency Spare,
HI-000787,Active,Sage Sticks Lge,
HI-000788,Active,Sage Sticks Med,
HI-000692,Active,Sage Sticks Sml,
HI-000789,Active,Samba Fire Lighters 32 pk,
HI-000790,Active,Saw Dust Bag,
HI-000792,Active,Sponge Jumbo Thick 3pk Yellow,
HI-000793,Active,Sponge Scourers Heavy Duty Pack of 3 Combination,
HI-000794,Active,Sponge Scourers Pack of 6 Combination,
HI-000795,Active,Sponge Scourer METAL HEAVY DUTY 2 Pack,
HI-000796,Active,Sponge Scourers (Pack of 6) Scotch Blue,
HI-000797,Active,Spray Bottle Empty,
HI-000798,Active,Tissues Eclipse Brand 100's Carton of 48,
HI-000799,Active,Toilet Paper Rolls Quilton 3 Ply Pk of  24 ,
HI-000800,Active,Tooth Brush,
HI-000801,Active,Hand Towel Dispenser Aquarius Brand ,
HI-000802,Active,Carpet Roll 10 Mtr Long x 3.6 Mtr Wide,
HI-000803,Active,Esky 25 Ltr 5 Day Cooler,
HI-000804,Active,Gas Radiator Heater 1500mm High Round Stumpy,
HI-000805,Active,Gas Radiator Heater 1500mm High Square,
HI-000806,Active,Gas Radiator Heater 2 Mtr High Round,
HI-000807,Active,Gauntlet Carpet,
HI-000808,Active,Party Carpet,
HI-000809,Active,Pedestal Fans Black With Remote,
HI-000810,Active,Pool Noodles 1500mm,
HI-000811,Active,Swimming Pool,
HI-000812,Active,Table Blow Moulded 1800mm,
HI-000813,Active,Table Moulded 2400 Folding,
HI-000814,Active,Table Moulded Small Folding,
HI-000815,Active,Tunnel Of Turbulence (Combined 3 in One),
HI-000816,Active,White Plastic Chairs Stackable,
HI-000007,Active,R21,
HI-000126,Active,HARD BLACK PLASTIC Audiohub Box:,
